restaurant_id,top_lat,top_long
693705,30.6806,76.7191
693712,12.9031,74.8354
693802,12.3312,76.6284
693825,12.8360,80.2295
693904,25.5934,85.1554
693909,28.5410,77.1551
693911,25.2571,55.2902
693945,17.0198,81.7889
694028,19.1423,72.8322
694046,22.5921,88.3699
694054,19.8758,75.3343
694117,28.5407,77.3684
694145,12.8496,74.8475
694192,28.6075,77.4361
694211,12.2941,76.6083
694235,15.6461,73.9083
694265,13.0421,77.6198
694368,19.1736,72.8600
694395,30.3958,78.0792
694399,30.3957,78.0792
694488,19.2580,72.9824
694543,12.8553,74.8690
694546,21.2079,72.7755
694551,26.8599,81.0095
694552,12.8551,74.8693
694574,17.0011,82.2519
694611,18.5533,73.8089
694641,28.6637,77.0925
694650,26.9155,75.7944
694663,30.6239,76.8258
694664,18.4798,73.9013
694687,12.7272,77.8531
694691,15.5096,73.8219
694693,12.9777,77.6967
694700,28.4255,77.0575
694752,28.5525,77.2419
694778,13.0824,80.2122
694833,13.0111,80.2204
694835,22.6325,88.4343
694872,16.5173,80.6267
694876,13.0167,77.7604
694900,15.5955,73.7508
694910,18.9151,72.8241
694922,11.9412,79.8075
694935,26.7945,80.9115
694970,28.5647,77.3794
694972,28.4692,77.0672
694994,23.7132,86.9527
695003,22.2947,73.1517
695031,25.1096,55.3778
695044,12.8874,77.7403
695046,28.6386,77.3657
695066,19.6156,72.9139
695072,30.3112,78.0095
695131,30.3416,76.8312
695162,26.1323,91.8064
695205,20.2612,85.7985
695246,12.8800,77.5445
695259,13.0400,80.2395
695268,15.6383,73.7590
695280,26.9190,75.8010
695299,15.5794,73.7591
695312,17.4901,78.3927
695322,15.5990,73.7455
695332,28.4646,77.0223
695358,13.0708,77.5907
695381,18.5192,73.9305
695382,21.2620,81.6374
695396,19.8762,75.3610
695407,15.5435,73.7608
695431,28.5041,77.0971
695449,13.0710,77.5898
695452,22.4719,70.0489
695477,12.9974,77.6956
695513,12.9403,77.5252
695538,12.9700,77.6097
695543,26.9128,75.7434
695590,31.3246,75.5784
695602,22.5525,72.9443
695603,16.5114,80.6202
695650,19.0854,72.9088
695661,16.2967,80.4475
695677,30.7287,76.8453
695758,12.9814,80.1649
695774,16.7035,74.2503
695776,19.0540,72.8509
695782,21.0157,75.5653
695824,28.5470,77.2517
695841,30.3498,76.8706
695848,26.5148,74.6336
695881,13.0203,80.1606
695886,17.5013,78.3949
695945,19.1413,72.8310
696029,21.2609,81.5837
696032,12.9148,77.4994
696049,28.4058,77.0662
696068,31.6498,74.8790
696084,10.2303,77.4808
696113,26.9102,80.9449
696138,28.5030,77.0951
696146,12.8745,74.8542
696160,28.3920,77.0663
696163,21.2679,81.6802
696169,26.1670,91.7792
696199,26.7863,80.9108
696250,28.5355,77.3658
696251,12.9704,77.6454
696259,17.4312,78.3792
696278,27.9013,76.3026
696321,12.9496,80.2362
696327,23.3516,85.3245
696339,18.5635,73.9144
696365,21.1467,72.7660
696392,18.5616,73.7851
696404,12.8733,77.6168
696427,13.0421,80.2682
696432,12.9806,80.1627
696434,12.9913,80.2170
696436,13.0067,80.2029
696437,12.9348,80.2337
696438,11.2592,77.3652
696440,12.9860,80.2177
696441,23.0543,72.4795
696457,26.1274,91.8128
696484,13.0232,77.6957
696485,12.9353,77.6156
696501,26.8151,75.8627
696510,26.1238,91.7519
696534,9.9575,76.3559
696543,18.5308,73.8746
696544,13.0467,77.5074
696545,15.5144,73.8347
696562,19.1913,72.9771
696667,17.4008,78.4870
696689,26.8558,80.9452
696690,11.0208,76.9902
696692,28.3937,77.0302
696694,26.9074,75.7908
696760,28.5647,77.3215
696769,26.1395,91.7984
696785,26.1849,91.7643
696792,26.8998,75.7689
696795,22.6010,88.3710
696899,28.9476,77.6758
696907,19.2350,72.8446
696912,26.1864,91.7548
696927,25.5807,91.8868
696929,21.1508,81.7655
696954,23.2226,77.4381
696990,18.6423,73.7565
696999,12.5095,80.1459
697030,12.7521,79.9999
697044,12.8574,74.8379
697062,17.7478,83.2462
697067,25.5603,91.9066
697089,28.4192,77.0410
697140,19.2193,72.8477
697155,22.8089,86.2021
697177,13.0604,77.5876
697228,25.5978,85.1543
697232,25.6005,85.1796
697288,25.2828,83.0035
697297,28.6558,77.1407
697310,28.5513,77.0576
697322,30.6779,76.7230
697330,29.0990,75.9067
697357,27.1623,78.0375
697358,28.5713,77.2384
697360,28.5252,77.1565
697428,19.1104,72.8536
697564,19.4108,72.8779
697570,20.2699,85.8417
697578,24.5808,73.6798
697584,25.3385,82.9782
697596,25.2956,83.0010
697599,17.4387,78.3999
697607,18.4756,73.9092
697627,26.9453,75.7374
697632,12.3279,76.6446
697659,26.9481,75.7777
697687,26.8821,80.9167
697689,23.3893,85.3143
697692,13.0641,74.9858
697793,25.6135,85.1178
697820,28.3949,77.3226
697838,28.4221,77.0525
697919,18.9945,73.1152
697922,18.5668,73.9139
697976,28.4699,77.0630
697979,12.8930,77.6740
698001,19.1389,72.8334
698031,28.4143,77.0339
698054,12.9768,77.7255
698063,12.8654,77.5995
698077,26.8514,75.7648
698169,28.4021,77.0390
698197,21.2317,81.6889
698269,28.5650,77.3224
698289,30.3428,78.0614
698304,13.0692,77.5022
698305,19.1200,72.8638
698321,22.2872,73.1462
698380,28.5083,77.4148
698407,12.9712,77.5976
698411,9.8861,78.1487
698429,28.5421,77.1557
698469,23.2310,77.4442
698474,30.2894,78.0390
698477,26.1584,91.7825
698498,30.3455,76.3772
698514,23.1996,77.3692
698532,18.6774,72.8798
698568,19.8738,75.3945
698569,28.4287,77.0995
698595,26.7840,81.0116
698603,18.5683,73.9059
698624,18.6007,73.7938
698637,28.6288,77.0782
698639,25.3380,82.9793
698680,20.2957,85.8249
698682,20.2617,85.7989
698691,17.4428,78.3965
698701,26.1723,91.7848
698705,19.1918,72.9623
698786,24.6131,73.7202
698806,24.5305,73.7746
698833,13.0361,80.2779
698834,28.3865,77.0315
698835,12.3301,76.6654
698848,8.5234,76.9556
698866,12.8225,74.8593
698888,19.1655,73.0751
698893,25.2933,83.0023
698906,23.2317,87.8682
698911,25.5719,91.9096
698918,25.3114,82.9995
698920,28.6012,77.0290
698936,28.5746,77.3790
698948,28.5126,77.3712
698993,12.9337,77.6161
698999,20.0230,73.7077
699037,29.1573,75.7216
699056,23.1640,79.9455
699075,24.5443,73.6874
699084,24.7812,73.6983
699086,24.7814,73.6986
699132,27.1579,78.0592
699191,19.9787,73.7849
699233,12.7566,75.1022
699256,28.6580,77.2312
699276,8.5282,76.9606
699294,15.5912,73.7339
699307,18.5487,73.9057
699346,28.6469,77.1226
699372,30.3887,78.0921
699378,12.9453,77.6195
699382,10.5415,76.1842
699389,23.0411,72.4881
699422,26.1871,91.8420
699447,25.2805,83.0026
699453,18.5607,73.9451
699493,15.2729,73.9274
699499,15.5763,73.7436
699529,30.1216,78.3092
699531,30.1186,78.3115
699605,22.4712,88.3775
699625,13.1308,77.9890
699639,19.0669,72.8389
699645,25.3604,83.0200
699658,19.1713,72.8328
699663,13.0611,80.2494
699681,28.7238,77.1139
699685,30.1879,78.1588
699687,30.1878,78.1588
699722,13.3467,74.7529
699727,17.7064,83.3103
699780,22.7447,75.8922
699824,25.5764,91.8818
699854,26.9388,75.7839
699949,28.6669,77.1203
699970,24.7722,73.7497
699977,26.9632,75.7716
700040,26.9147,75.8025
700098,24.5708,73.7129
700141,26.8156,75.8436
700157,29.9482,78.1580
700182,12.8220,74.8486
700190,26.9281,75.7184
700200,24.5984,73.7095
700214,28.4000,77.0869
700235,19.9822,73.7813
700257,19.0543,72.8510
700262,29.9942,78.1900
700267,28.3998,77.0872
700272,19.9821,73.7813
700291,17.4220,78.3390
700292,19.0635,73.0273
700298,17.4539,78.3057
700301,30.0911,78.2898
700308,30.0945,78.2884
700327,28.4000,77.0870
700332,26.1749,91.7493
700347,13.0423,77.5917
700385,18.5193,73.9317
700450,18.5336,73.8706
700475,12.9123,77.6420
700487,15.5865,73.7599
700515,32.7242,74.8613
700534,20.2753,85.8436
700556,24.6191,73.6603
700567,30.8720,76.9953
700596,18.9750,72.8130
700598,23.4017,85.3618
700655,22.7169,75.8838
700656,30.6509,76.8430
700657,22.9922,72.4645
700658,28.6288,77.4333
700669,31.3174,75.5885
700674,25.6183,85.1347
700694,10.7658,76.6596
700740,12.9731,77.6993
700779,25.2460,82.9831
700786,22.9921,72.4645
700817,18.6296,72.8936
700829,19.1355,72.8339
700861,24.5835,73.6490
700899,26.1407,91.6759
700901,24.5873,73.6565
700903,15.6560,73.9477
700939,28.4778,77.4907
700979,22.5941,88.4782
701072,30.3470,78.0755
701082,19.3680,72.8174
701089,30.4822,78.0467
701099,22.6299,75.8134
701102,12.9708,77.7130
701109,19.3681,72.8172
701124,22.5162,88.3528
701133,30.3858,78.0743
701170,22.3194,73.1679
701176,24.7370,73.7192
701194,30.3681,76.4024
701216,28.4055,77.0642
701238,25.6125,85.1596
701239,26.9164,75.8096
701254,30.4818,78.0471
701363,25.5592,91.9079
701369,22.6376,75.8838
701372,30.1304,78.3243
701373,22.7278,75.9314
701374,25.3107,82.9906
701400,18.5398,73.8935
701430,28.5682,77.3213
701441,23.0329,72.5578
701456,30.3048,78.0125
701468,25.5786,91.8838
701512,17.4286,78.4138
701566,17.4571,78.3641
701570,17.7195,83.3329
701580,12.9012,77.6756
701618,17.4071,78.3847
701641,22.7986,86.1773
701672,23.0389,72.5271
701743,30.6984,76.8490
701755,12.9601,77.6449
701759,17.4479,78.3790
701778,28.9511,77.6397
701806,32.2430,76.3286
701841,28.4809,77.5285
701851,25.5791,91.9063
701870,28.4236,77.0752
701874,30.6974,76.8495
701914,23.0329,72.6683
701937,26.1249,91.8159
701955,28.6937,77.1724
701968,28.5832,77.0716
701980,26.7822,80.9908
701988,13.1429,77.5693
702016,29.2139,77.0191
702027,19.0743,72.9067
702033,17.4578,78.3661
702068,28.6466,77.2064
702080,22.2739,70.7644
702127,26.2666,73.0041
702131,15.5998,73.7430
702138,26.1436,91.7420
702175,28.6964,77.4352
702200,13.0825,74.7965
702202,28.3748,77.3516
702212,22.7576,75.9046
702299,21.1869,72.7725
702338,26.4885,80.3266
702361,13.0149,77.6328
702429,25.2528,55.3021
702489,19.0996,72.9161
702491,21.1242,72.7324
702506,28.5736,77.3793
702512,17.4953,78.3637
702528,17.4415,78.3909
702529,26.7318,83.3853
702535,18.4812,73.9024
702540,13.1981,77.7152
702541,26.8883,75.7954
702566,30.8525,77.0728
702604,22.2705,73.1954
702611,25.3083,82.9826
702667,24.5736,73.7162
702679,12.8509,77.6494
702750,17.3514,78.3669
702753,17.4579,78.3645
702777,25.3639,83.0257
702826,16.5146,80.6701
702838,19.9528,73.7550
702905,25.5977,85.1547
702933,30.6974,76.8494
702939,16.5144,80.6699
702984,13.1314,80.1607
703122,22.7641,75.8988
703168,30.3911,78.0727
703182,22.7346,75.8885
703364,21.2380,81.7263
703402,18.6128,72.9010
703405,19.2159,73.1022
703420,20.0055,73.6868
703441,18.9954,72.8262
703471,19.1385,72.8324
703500,12.9728,77.6096
703534,18.5631,73.9149
703634,25.3198,83.0009
703746,22.3070,73.1820
703772,32.1047,76.2737
703776,30.1150,78.2905
703870,12.9057,74.8362
703904,21.1396,79.0658
703918,17.4263,78.3294
703933,19.1775,72.9393
703964,28.6300,77.2174
703968,12.8883,77.5631
703971,12.9204,77.6848
703999,28.6209,77.0815
704004,23.4467,88.4674
704045,19.0066,73.0325
704083,28.7109,77.7371
704121,23.2183,77.3714
704173,12.9721,80.2504
704263,22.6224,88.4436
704315,30.2266,74.9377
704331,12.9113,77.6382
704364,19.2231,72.8635
704399,25.8676,85.7761
704401,18.5343,73.8994
704414,28.5027,77.0973
704427,22.5950,88.4188
704467,21.1259,79.0626
704469,18.9948,72.8252
704481,12.3514,76.6287
704559,28.5576,77.1644
704634,28.4941,77.0884
704712,19.1011,72.8770
704836,27.1543,78.0591
704859,17.4429,78.3548
704881,19.2203,73.1717
704892,28.4048,77.0579
704965,19.2204,73.1716
705028,30.7540,76.7875
705074,19.1061,72.8847
705085,30.6971,76.7326
705110,12.9820,77.6927
705135,22.6224,88.4476
705158,28.5327,77.2432
705166,31.3075,75.5720
705202,22.5714,88.4337
705224,26.1824,91.7379
705225,18.5996,73.7565
705235,13.2646,77.7188
705248,12.9352,77.6285
705325,19.9909,73.7574
705343,30.3327,78.0023
705346,28.6485,77.3024
705351,28.4162,77.1025
705383,26.8530,80.9990
705424,26.8494,75.8025
705467,22.7560,75.8931
705468,19.0667,72.8303
705559,22.5499,88.3498
705571,27.5577,76.6130
705573,17.4366,78.3972
705591,25.3277,82.9914
705608,28.5335,77.2440
705632,28.2378,77.1494
705654,12.9011,77.5949
705658,17.4257,78.3958
705682,26.1333,91.8062
705684,26.4679,80.3039
705703,27.0185,75.8975
705711,24.6100,73.7005
705712,17.4245,78.3945
705717,12.9327,77.6965
705719,18.4936,73.8138
705726,28.3026,76.9769
705729,13.0372,80.2560
705734,12.9041,77.5856
705735,19.1587,73.0674
705740,17.4575,78.3660
705742,23.1653,79.9355
705748,17.4161,78.3374
705753,20.2643,85.8390
705757,31.6555,74.8579
705765,12.9138,77.6664
705772,30.2266,74.9377
705780,25.3166,82.9900
705788,31.6547,74.8562
705792,24.6345,73.6710
705837,11.2477,75.7726
705845,18.9956,72.8236
705898,22.2927,73.1359
705899,22.7649,75.8877
705910,28.6075,77.4367
705925,23.0463,72.5362
705939,17.4600,78.2860
705940,19.1970,72.9496
705949,19.0631,73.0274
705954,19.0071,72.8336
705991,24.6623,73.6397
706016,25.3183,82.9893
706045,26.8481,75.8046
706074,23.1107,72.6029
706085,28.4675,77.0821
706089,26.4395,80.3091
706092,30.8831,75.7776
706109,28.4049,77.0603
706157,26.9103,75.7386
706173,12.9684,77.5967
706185,30.3724,78.0791
706190,28.3931,76.9674
706194,28.3984,77.3067
706206,23.0278,72.5121
706207,13.0068,77.5813
706253,19.0528,72.8996
706275,26.1725,91.7605
706320,13.0804,80.1975
706335,9.9663,76.2417
706374,12.9850,77.5600
706382,13.0104,77.5551
